question,answer,source,security classification
,"Chinese Aerospace Studies Institute
 
 
 
101
 

 
Comprehensive Support Battalion 
[

]
 
 

 
Transport Company 
[
^k^Ï^Ý
]
 
 

 
Security and Communications Company 
[
Ze""j_ˇ˚à^Ý
]
 
 
Background
 

 
Around 2017 this unit underwent a restructuring and change of mission, expanding from 
""assembly an
d inspection"" 
[
WÄ`L7¿i‰
]
 
to ""equipment inspection operations"" 
[
WÄ7¿˚[

]",2022-10-24 PLARF Organization.pdf,
,"846
 
The unit's mission is also described as ""guarding the national treasure"" 
[
*⁄1£%ü*œ
]
, 
a euphemism for China's nuclear weapons stockpile",2022-10-24 PLARF Organization.pdf,
,"847
 
 
Unit 96602 Hospital 
[
96602
_çe˚"":ea
]
 
The Unit 96602 
Hospital, established in 1968 as the Unit 122 Hospital
848
, is the official hospital 
attached to Base 62",2022-10-24 PLARF Organization.pdf,
,"Like the other PLARF base hospitals, the Unit 96602 Hospital controls several 
field medical teams which are tasked with providing field medical support 
to and conducting joint 
training with Base 62 units",2022-10-24 PLARF Organization.pdf,
,"These medical teams are capable of conducting a wide range of 
medical services in the field, including battlefield surgery",2022-10-24 PLARF Organization.pdf,
,"848
 
849
 
MUCD
: N/A
 
 
 
 
 
 
Former TUD
: 533 Hospital 
[
533
"":ea
]
 
Grade: 
Division Leader or Division Deputy Leader
xlvi
 
Parent Unit
: Base 62
 
Location
: 462 Chuanjin Rd",2022-10-24 PLARF Organization.pdf,
,", Kunming, Yunnan 
[

462
""ö
]
850
 
Geo
: 25",2022-10-24 PLARF Organization.pdf,
,"074229, 102",2022-10-24 PLARF Organization.pdf,
,"742809
 
 
Leadership
 
Director
: Qi Yijie 
[
""M
]
 
(4/19)
849
 
 
PC
: Wang Liang 
[

]
 
(8/18)
851
 
Dep PC
:
 
Zhou Zhifu 
[
#g5y(*
]
 
(8/18)
851
 
 
 
 
xlvi
Presumed based on other base hospitals",2022-10-24 PLARF Organization.pdf,
,"Chinese Aerospace Studies Institute
 
 
 
102
 
Base 63 
[
63
&ù&/
]
 
 
*May be equipped with 
other DF
-
5 variants
 
Base 63, 
headquartered in the inland southern Chinese city of Huaihua,
 
is an operations base 
covering southeast China",2022-10-24 PLARF Organization.pdf,
,"It commands at least three ICBM brigades (two silo
-
based and one road
-
mobile), one conventional SRBM brigade, and one LACM brigade, as well as one brigade with an 
unknown missile type",2022-10-24 PLARF Organization.pdf,
,"Since 2017 it has expa
nded from five to six missile brigades",2022-10-24 PLARF Organization.pdf,
,"MUCD
: 96603
 
 
 
 
Former MUCD/TUD
: 96301 (Base 55)
 
Grade: 
Corps Leader
852
 
Location
: 786 Yingfeng East Rd",2022-10-24 PLARF Organization.pdf,
,", Hecheng District, Huaihua, Hunan 
[
=U
˛/˛˙\î
786
""ö
]
853
 
854
 
Geo
: 
Unconfirmed, possibly
 
27",2022-10-24 PLARF Organization.pdf,
,"574686, 
110",2022-10-24 PLARF Organization.pdf,
,"024999
 
 
 
 
Base 63
Huaihua
631 BDE
Huaihua
DF
-
5B
632 BDE
Shaoyang
DF
-
31AG
633 BDE
Huaihua
DF
-
5A*
634 BDE
Huaihua
U/I
635 BDE
Yichun
CJ
-
10
636 BDE
Shaoguan
DF
-
16A
Training 
REG
Shaoyang
Comms 
REG
Huaihua
Ops 
Support 
REG
Huaihua
Comp 
Support 
REG
Huaihua
Equip 
Insp REG
Huaihua
Service 
REG
Huaihua",2022-10-24 PLARF Organization.pdf,
,"Chinese Aerospace Studies Institute
 
 
 
103
 
Leadership
 
Commander
: 
 
Xia Xiaoping [

]
 
(
3/21
)
855
 
PC
: 
Zhao Quanhong 
[
\t gM¡
]
 
(7/20)
856
 
Dep Commanders
:
 
Wang Xiaochu 
[
;i5R!˝
]
 
(1/19)
857
 
Dep PC
:
 
Deng Rongzhen 
[
_™RbBÌ
]
 
(1/20)
858
 
Chief of Staff
:
 
Li Shunhua 
[
6Mgy""M
]
 
(5/19)
859
 
PWDD
: 
Gao Tingxin 
[
i×-ö:""
]
 
(8/18)
860
 
Support Dept Director
: 
Unknown
 
Other Senior Leadership:
 
Li Yuchao [
6MB‹\—
]
 
(4/19)
861
; 
Zheng Xiaodong 
[
_Ð5R˛˙
]
, Pol Work 
Dept Dep Director (5/20)
862
; Zhang Qingyong 
[",2022-10-24 PLARF Organization.pdf,
,"˜fQ!Æ
]
, Support Dept Dep Director (1/18)
863
 
Former Leadership: 
Li Chuanguang 
[
6M˚˜-~
]
, 
Commander (2016)
864
;
 
Wang Liping, 
[
;i!(-r
]
, 
PC (9/17)
865
 
 
Composition
 

 
631 Brigade 
[
631
4Ä
]
 

 
632 Brigade 
[
632
4Ä
]
 

 
633 Brigade 
[
633
4Ä
]
 

 
634 Brigade 
[
634
4Ä
]
 

 
635 Brigade 
[
635
4Ä
]
 

 
636 Brigade 
[
636
4Ä
]
 

 
Training Regiment 
[
Z¬MÂ%á
]
 

 
Communications Regiment 
[
_ˇ˚à%á
]
 

 
Operations Support Regiment 
[

]
 

 
Comprehensive Support Regiment 
[

]
 

 
Technical Service Regiment 
[

]
 

 
Equipment Inspection Regiment 
[
WÄ7¿%á
]
 

 
Unit 96603 Hospital 
[
96603
_çe˚"":ea
]
 
 
631 Brigade 
[
631
4Ä
]
 
The 631 
dates
 
back to 1961,
866
 
when it was established as a battalion",2022-10-24 PLARF Organization.pdf,
,"867
 
It is 
located in the inland 
southern Chinese city of Huaihua and 
believed to be equipped with the newest B variant of the 
DF
-
5 silo
-
based ICBM",2022-10-24 PLARF Organization.pdf,
,"MUCD
: 96731
 
 
Former MUCD/TUD
: 96311 (803
rd
 
Launch Brigade
417
)
; 80403
868",2022-10-24 PLARF Organization.pdf,
,"Chinese Aerospace Studies Institute
 
 
 
104
 
Grade: 
Division Deputy Leader
869
 
 
 
Parent Unit
: Base 63
 
Location
: Erliang
ting
 
Village, Jingzhou County, Huaihua, Hunan 
[

6P
]
870
 
871
 
Geo
: 26",2022-10-24 PLARF Organization.pdf,
,"557693, 109",2022-10-24 PLARF Organization.pdf,
,"664996
872
 
Secondary Garrison:
 

 
Tongdao County, Huaihua, Hunan 
[
_ˇ_R""¾
]
873
 
o
 
This brigade hosts a 
Training Unit
 
[
4X*ûe˚
]
 
in this county",2022-10-24 PLARF Organization.pdf,
,"874
 
 
Capabilities
 
Missile:
 
DF
-
5B ICBM
866
 
 
 
 
Missile Type
: 
Nuclear, Silo
-
based
 
 
Leadership
 
Commander
: 
Yin Jinbao 
[
:¶^Ú˚Ü
]
 
(3/20)
875
 
 
PC
: 
Peng Ke 
[",2022-10-24 PLARF Organization.pdf,
,"l6î
]
 
(6/20)
876
 
Dep Commanders
:
 
Unknown
 
 
 
Dep PC
:
 
Feng Xiangbing 
[

]
 
(9/20)
877
 
Chief of 
Staff
:
 
Unknown
 
 
 
 
PWDD
: 
Shi Yunhui 
[
""ñ˛’^‹
]
 
(1/19)
878
 
Support Dept Director
: 
Ding Binbin 
[

]
 
(11/18)
879
 
Other Senior Leadership:
 
Liu Zhiyong 
[

]
, Dep COS (7/20)
880
 
Former Leadership: 
Zeng Aijun 
[
5ýA0 ı
]
, Commander (2017)
869
 
 
Composition (presumed)
 

 
1
st
 
Launch Battalion 
[

]
 

 
2
nd
 
Launch Battalion 
[
""Ð
]
 

 
3
rd
 
Launch Battalion 
[

]
 

 
4
th
 
Launch Battalion 
[

]
 
o
 
Political Instructor: Fan
g
 
Bin 
[
4¸4‰
]
 
(3/18)
881
 
o
 
Former Commander Liu Zhiyong (
20
18)
881
 
is now Brigade Deputy COS",2022-10-24 PLARF Organization.pdf,
,"5
th
 
Launch Battalion 
[

]
 

 
6
th
 
Launch Battalion 
[

]
 

 
Communications Battalion 
[
_ˇ˚àS$
]
 

 
Operations Support Battalion 
[

]
882",2022-10-24 PLARF Organization.pdf,
,"Chinese Aerospace Studies Institute
 
 
 
105
 

 
Comprehensive Support Battalion 
[

]
880
 

 
Technical Battalion 
[
6",2022-10-24 PLARF Organization.pdf,
,"S$
]
 
 
Background
 

 
Since its establishment in the 1960s, this unit has been structurally reorganized eight times, 
relocated three times, and received a new missile three tim
es",2022-10-24 PLARF Organization.pdf,
,"866
 
In late 2017, the unit faced 
restructuring, with some companies being merged, while others were disbanded",2022-10-24 PLARF Organization.pdf,
,"According to one 
source
, this led to the retirement of a high number of veteran personnel 
and problems with 
a 
lack of leadership",2022-10-24 PLARF Organization.pdf,
,"883
 

 
This brigade took part in the 2019 
National Day
 
Parade as part of the DF
-
5B parade 
formation",2022-10-24 PLARF Organization.pdf,
,"866
 
 
632 Brigade 
[
632
4Ä
]
 
The 632 Brigade is located in the inland southern Chinese city of Shaoyang and equipped with 
the latest DF
-
31
AG variant of the DF
-
31
 
road
-
mobile ICBM",2022-10-24 PLARF Organization.pdf,
,"MUCD
: 96732
 
 
 
Former MUCD/TUD
: 96313 (805
th
 
Launch Brigade
417
)
 
Grade: 
Division Deputy Leader
 
Parent Unit
: Base 63
 
Location
: 
Guangyu Village, Chenjiaqiao Township, Beita District, Shaoyang, Hunan 
[


]
884
 
Geo
: 
27",2022-10-24 PLARF Organization.pdf,
,"252885, 111",2022-10-24 PLARF Organization.pdf,
,"385919
885
 
Secondary Garrison
s
: 
 

 
Kuanxi
 
Dam
, Chengbu County, 
Shaoyang, Hunan [

1å;²&\
]
884
 
 

 
Huagu Subdistrict, Dongkou County, Shaoyang, Hunan 
[
<˛""â""¾Q°""ãWV
_R
]
886
 

 
Dong'an County, Yongzhou, Hunan 
[

]
887
 
 
Capabilities
 
Missile:
 
DF
-
31AG ICBM
888
 
 
 
 
Missile Type
: 
Nuclear; Road
-
mobile
 
 
Leadership
 
Commander
: 
Wang Jinjian 
[
B−`Ð!P
]
 
(12/19)
888
 
PC
: 
Unknown",2022-10-24 PLARF Organization.pdf,
,"Chinese Aerospace Studies Institute
 
 
 
106
 
Dep Commanders
:
 
Cai Zhengyu 
[
T",2022-10-24 PLARF Organization.pdf,
,"•*ƒ
]
 
(2/18)
889
 
Dep PC
:
 
Unknown
 
Chief of Staff
:
 
Unknown
 
 
 
 
PWDD
: 
Liu Mingliang 
[

]
 
(5/19)
890
 
Support Dept Director
: 
Unknown
 
Other Senior 
Leadership:
 
Tian Xiwen 
[
D/MÅ4ƒ
]
, Deputy COS (8/17)
891
 
Former Leadership: 
Zhang Hong 
[",2022-10-24 PLARF Organization.pdf,
,"˜m>
]
, Commander (2017)
892
; Dai Weide 
[
13˚˚",2022-10-24 PLARF Organization.pdf,
,"¶
]
, PC 
(2018)
893
; Wang Zhibin 
[
B−",2022-10-24 PLARF Organization.pdf,
,Ö,2022-10-24 PLARF Organization.pdf,
,"k
]
, COS (2017)
892
; Hu Haoran 
[
Oà<h@5
]
, 
PWDD
 
(2017)
889
 
 
Composition (presumed)
 

 
1
st
 
Launch Battalion 
[

]
 

 
2
nd
 
Launch Battalion 
[
""Ð
]
 

 
3
rd
 
Launch Battalion 
[

]
 

 
4
th
 
Launch Battalion 
[

]
 

 
5
th
 
Launch Battalion 
[

]
 

 
6
th
 
Launch Battalion 
[

]
 

 
Communications Battalion 
[
_ˇ˚àS$
]
 

 
Operations Support Battalion 
[

]
 

 
Comprehensive Support Battalion 
[

]
894
 

 
1
st
 
Technical Battalion 
[

˝ÿ
S$
]
 

 
2
nd
 
Technical Battalion 
[

]
895
 
 
Background
 

 
Model personnel Rong Kexin 
[
*¸HÐ4¯
]
 
is part of this unit",2022-10-24 PLARF Organization.pdf,
,"896
 
 
633 Brigade 
[
633
4Ä
]
 
The 633 Brigade
, located in the inland southern Chinese city of Huaihua, was established in 1993 
and fired its first missile around 1997",2022-10-24 PLARF Organization.pdf,
,"It is equipped with 
a variant of 
the DF
-
5 silo
-
based ICBM",2022-10-24 PLARF Organization.pdf,
,"MUCD
: 96733
 
 
 
Former MUCD/TUD
: 
96315 (814
th
 
Launch Brigade
417
)
 
Grade: 
Division Deputy Leader
 
Parent Unit
: Base 63
 
Location
: 
005 Jianshe Rd",2022-10-24 PLARF Organization.pdf,
,", Lincheng Town, Huitong County, Huaihua, Hunan 
[



005
""ö
]
897",2022-10-24 PLARF Organization.pdf,
,"Chinese Aerospace Studies Institute
 
 
 
107
 
Geo
: 
26",2022-10-24 PLARF Organization.pdf,
,"892974, 109",2022-10-24 PLARF Organization.pdf,
,"738805
898
 
 
Capabilities
 
Missile:
 
DF
-
5A
 
ICBM
417
; possibly other variants
 
Missile Type
: 
Nuclear; Silo
-
based
 
 
Leadership
 
Commander
: 
Ao Bao (
4U*œ
) 
[
2/1
9]
899
 
xlvii
 
PC
: 
Zhang Junhui (",2022-10-24 PLARF Organization.pdf,
,"˜˚É5U
) 
[
4/18
]
900
 
Dep Commanders
:
 
Wang Liangfeng 
[

]
 
(4/18)
901
 
Dep PC
:
 
Unknown
 
Chief of Staff
:
 
Zhang Ou 
[",2022-10-24 PLARF Organization.pdf,
,"˜:&
]
 
(6/17)
902
 
PWDD
: 
Liu Wenbo 
[
4ƒ;á
]
 
(5/18)
903
 
Support Dept Director
: 
Liang Zhiping 
[
7•;º-r
]
 
(12/19)
904
 
Other Senior Leadership:
 
Xiang Fange 
[

]
, Pol Work Dept Dep Director (1/20)
905
 
 
 
Composition (presumed)
 

 
1
st
 
Launch Battalion 
[

]
 
o
 
Commander: Jie Jing 
[
2ì5u
]
 
(12/19)
906
 
o
 
Also known as the 40
th
 
Subunit
 
[
40

]
906
 

 
2
nd
 
Launch Battalion 
[
""Ð
]
 

 
3
rd
 
Launch Battalion 
[

]
 

 
4
th
 
Launch Battalion 
[

]
 

 
5
th
 
Launch Battalion 
[

]
 

 
6
th
 
Launch Battalion 
[

]
 

 
Communications Battalion 
[
_ˇ˚àS$
]
 

 
Operations Support Battalion 
[

]
 

 
Comprehensive Support Battalion 
[

]
 

 
Technical Battalion 
[
6",2022-10-24 PLARF Organization.pdf,
,"S$
]
 

 
Telemetry Battalion 
[
_d<JS$
]
907
 
 
 
 
xlvii
 
One source from early
 

-",2022-10-24 PLARF Organization.pdf,
,"Chinese Aerospace Studies Institute
 
 
 
108
 
634 Brigade 
[
634
4Ä
]
 
The 634 Brigade first appeared publicly in late 2018 and is equipped with an unidentified new type 
of 
missile",2022-10-24 PLARF Organization.pdf,
,"This is the third missile brigade to be garrisoned in the inland southern Chinese city of 
Huaihua",2022-10-24 PLARF Organization.pdf,
,"MUCD
: 96734
 
 
 
 
Former MUCD/TUD
: N/A (new brigade)
 
Grade: 
Division Deputy Leader
 
 
Parent Unit
: Base 63
 
Location
: 
Tongdao County, Huaihua, Hunan 
[
=U
]
 
possibly Qingwuzhou 
Town 
[
RÀQł<1dF
]
908
 
Geo
: 
Unknown
 
 
Capabilities
 
Missile:
 

911
 
 
Missile Type
: 
Unknown
 
 
Leadership
 
Commander
: 
possibly 
Zhang Gensheng
xlviii
 
[",2022-10-24 PLARF Organization.pdf,
,"˜QmOÛ
]
911
 
PC
: 
Wu Jun 
[
#3#ˆ
] 
(10/19)
909
 
Dep Commanders
:
 
Unknown
 
 
Dep PC
:
 
Unknown
 
Chief of Staff
:
 
Unknown
 
 
 
PWDD
: 
Wu Zhisheng 
[
Oà5yOÛ
]
 
(12/19)
910
 
Support Dept Director
: 
Unknown
 
 
Composition (presumed)
 

 
1
st
 
Launch Battalion 
[

]
 

 
2
nd
 
Launch Battalion 
[
""Ð
]
 
o
 
Commander: Yang Xinglong 
[
6g snŸ
]
 
(3/20)
911
 
o
 
Political Instructor: Wang Feng 
[

]
 
(4/20)
912
 

 
3
rd
 
Launch Battalion 
[

]
 
o
 
Commander: Jiang Wanfa 
[

]
 
(4/20)
912
 

 
4
th
 
Launch Battalion 
[

]
 

 
5
th
 
Launch Battalion 
[

]
 
 
 
xlviii
 
The commander of this brigade is not yet known, however Zhang Gensheng, the former COS of the 636 Brigade, wrote an opinion p
iece 
attached to
 
an article about this brigade in March 2020 (see citation), suggesting a possible promotion",2022-10-24 PLARF Organization.pdf,
,"Chinese Aerospace Studies Institute
 
 
 
109
 

 
6
th
 
Launch Battalion 
[

]
 

 
Communications Battalion 
[
_ˇ˚àS$
]
 

 
Operations Support Battalion 
[

]
 

 
Comprehensive Support Battalion 
[

]
 

 
Technical Battalion 
[

S$
]
911
 
 
635 Brigade 
[
635
4Ä
]
 
The 635 Brigad
e, 
located in the inland southern Chinese city of Yichun, was established around 
2005 as the second CJ
-
10 cruise missile brigade, and fired its first missile in 2007",2022-10-24 PLARF Organization.pdf,
,"913
 
MUCD
: 96735
 
 
 
Former MUCD/TUD
: 96317 (824
th
 
Launch Brigade
417
)
 
Grade: 
Division Deputy Leader 
 
Parent Unit
: Base 63
 
Location
: 
Yuanzhou District Industrial Park, Yichun, Jiangxi 
[
W•,Ý""9,ä˛ˇ%ì
]
914
 
915
 
Geo
: 27",2022-10-24 PLARF Organization.pdf,
,"888289, 114",2022-10-24 PLARF Organization.pdf,
,"386869
916
 
Secondary Garrison
: High
-
tech 
District
, Yushui District, Xinyu, Jiangxi 
[

""9i×4¯""9
]
917
 
918
 
 
Capabilities
 
Missile: 
CJ
-
10 LACM
919
 
 
Missile 
Type
: Conventional
; Cruise Missile
 
 
Leadership
 
Commander
: Li Lihong 
[

]
 
(8/20)
919
 
PC
: Liu Hongwei 
[
˚˚
]
 
(6/20)
920
 
Dep Commanders
: Mao Guanghong 
[
:Ú H*”
]
 
(10/18)
921
; Yang Zhibai 
[
6g;ºE|
]
 
(2/18)
922
; Deng 
Boliao 
[
_™;áOI
]
 
(1/18)
923
 
 
 
 
Dep PC
:
 
Unknown
 
COS
: Mao Wenchang 
[

]
 
(9/18)
924
 
 
PWDD
: 
Unknown
 
Support Dept Director
: Unknown
 
Other Senior Leadership:
 
Xie Pingwu 
[
[!-r:e
]
, Pol Work Dept Dep Director (10/18)
925",2022-10-24 PLARF Organization.pdf,
,"Chinese Aerospace Studies Institute
 
 
 
110
 
Former Leadership: 
Zheng Xiaodong 
[
_Ð5R˛˙
]
, PC (2018)
926
; Li Chengyong 
[
6M1~!Æ
]
, Dep 
Commander (
20
19)
927
; Han Xiao 
[
fèS&
]
, 
PWDD
 
(2020)
928
 
 
Composition (presumed)
 

 
1
st
 
Launch Battalion 
[

]
 

 
2
nd
 
Launch Battalion 
[
""Ð
]
 

 
3
rd
 
Launch Battalion 
[

]
913
 

 
4
th
 
Launch Battalion 
[

]
 

 
5
th
 
Launch Battalion 
[

]
 
o
 
Political Instructor: Tang Langbo 
[

]
 
(1/18)
923
 

 
6
th
 
Launch Battalion 
[

]
 

 
Communications Battalion 
[
_ˇ˚àS$
]
929
 

 
Operations Support Battalion 
[

]
 

 
Comprehensive Support Battalion 
[

]
 

 
1
st
 
Technical Battalion 
[

˝ÿ
S$
]
 

 
2
nd
 
Technical Battalion 
[

]
930
 

 
ECM Battalion 
[
D41ŒS$
]
931
 
o
 
This brigade is notable, and 
possibly
 
unique, for having a subordinate ECM 
battalion",2022-10-24 PLARF Organization.pdf,
,"Background
 

 
Han Xiao 
[
fèS&
]
, until recently the Political Work Department Director for this 
brigade, served as the PC of the CJ
-
100 formation at its 2019 debut",2022-10-24 PLARF Organization.pdf,
,"932
 
 
636 Brigade 
[
636
4Ä
]
 
The 636 Brigade, garrisoned in the southern Chinese city of Shaoguan, was officially established 
in 2010
933
 
by combining the 
test
 
unit established around 2005 to bring the new DF
-
16 SRBM
 
into 
service
 
with a PLAA unit which was transferred to the 2nd Artillery at this time",2022-10-24 PLARF Organization.pdf,
,"934
 
It was the first 
unit equipped with the DF
-
16, and may now be equipped with both the DF
-
16 and DF
-
16A",2022-10-24 PLARF Organization.pdf,
,"MUCD
: 
96736
 
 
 
Former MUCD/TUD
: 96318 (826
th
 
Launch Brigade
417
)
 
Grade: 
Division Deputy Leader
935
 
Parent Unit
: Base 63
 
Location
: 
Qujiang District, Shaoguan, Guangdong 512158 
[

]
936
 
937
 
Geo
: 
24",2022-10-24 PLARF Organization.pdf,
,"755160, 113",2022-10-24 PLARF Organization.pdf,
,"679761
306
 
938",2022-10-24 PLARF Organization.pdf,
,"Chinese Aerospace Studies Institute
 
 
 
111
 
Secondary Garrison
: 
Donglian Village, Xinshao Town, Zhenjiang District, Shaoguan, 
Guangdong 
[

<G;^""94¯fõdF˛˙OS6P
]
939
 
(possibly 24",2022-10-24 PLARF Organization.pdf,
,"782042, 113",2022-10-24 PLARF Organization.pdf,
,"627729 or 
24",2022-10-24 PLARF Organization.pdf,
,"788218, 113",2022-10-24 PLARF Organization.pdf,
,"615410)
 
 
Capabilities
 
Missile:
 
DF
-
16
306
/DF
-
16A
940
 
941
 
SRBM
 
 
Missile Type
: 
Conventional
 
 
Leadership
 
Commander
: 
Li Yongzhou 
[
6M;7#g
]
 
(7/19)
942
 
PC
: 
Yin Hongwen 
[
e3M¡4ƒ
]
 
(8/20
)
943
 
Dep Commanders
:
 
Chen Gang 
[
eG!ˇ
]
 
(9/18)
935
 
Dep PC
:
 
Unknown
 
Chief of Staff
:
 
Zhang Gensheng 
[",2022-10-24 PLARF Organization.pdf,
,"˜QmOÛ
]
xlix
 
(7/17)
933
 
PWDD
: 
Unknown
 
Support Dept Director
: 
Unknown
 
Other Senior Leadership:
 
Zhao Yougang 
[
!ˇ
]
, Dep COS (12/18)
944
; Jian
g
 
Wuzhi 
[
(Û:e
Pó
]
, Pol Work Dept Dep Director (4/19)
945
 
Former Leadership: 
Liu Chuanguo
l
 
[

]
, Commander (2017)
946
; Shi Daqing 
[
Fò(&-–
]
, PC 
(2015)
947
; Tao Xiaofeng 
[
eu5R+ï
]
, Pol Dept Director (2015)
947
; Zhu Zhongliang 
[

]
, Dep 
COS (2015)
947
 
 
Composition (presumed)
 

 
1
st
 
Launch Battalion 
[

]
 
o
 
Made up of two companies",2022-10-24 PLARF Organization.pdf,
,"The 1
st
 
Company came from the 2nd Artillery and was 
highly technical, while the 2
nd
 
Company came from the PLAA and lacked technical 
skills, but had superior physical fitness",2022-10-24 PLARF Organization.pdf,
,"This mismatch of skillsets initially 
presented a problem that had to be overcome, but th
e Battalion was able to 
successfully carry out a major launch mission only three months after formation",2022-10-24 PLARF Organization.pdf,
,"934
 

 
2
nd
 
Launch Battalion 
[
""Ð
]
 

 
3
rd
 
Launch
 
Battalion 
[

]
 

 
4
th
 
Launch Battalion 
[

]
 

 
5
th
 
Launch Battalion 
[

]
 
 
 
xlix
 
Possibly dated 

 
there is circumstantial evidence that Zhang may now command the 635 BDE as of March 2020, but this is unconfirmed
 
l
Alternative possible spelling
 
of name: Liu Zhuanguo",2022-10-24 PLARF Organization.pdf,
,"Chinese Aerospace Studies Institute
 
 
 
112
 

 
6
th
 
Launch Battalion 
[

]
 

 
Communications Battalion 
[
_ˇ˚àS$
]
 

 
Operations Support Battalion 
[

]
 

 
Comprehensive Support Battalion 
[

]
 

 
Technical Battalion 
[
6",2022-10-24 PLARF Organization.pdf,
,"S$
]
 
 
Background
 

 
The PLAA unit which was transferred to the PLARF in 2010 to form this brigade has a 
long and storied history",2022-10-24 PLARF Organization.pdf,
,"I
t
 
was established in May 1938 as the 4th Zhidui of the New 4
th
 
Army,
934
 
with elements coming from the 1
st
 
and 3
rd
 
Army Artillery Companies",2022-10-24 PLARF Organization.pdf,
,"306
 

 
This briga
de successfully launched its first missile in the first year of its creation",2022-10-24 PLARF Organization.pdf,
,"In its 
second year it 
had 
established operational capabilities",2022-10-24 PLARF Organization.pdf,
,"In its third year it carried out its first 
on
-
duty mission",2022-10-24 PLARF Organization.pdf,
,"934
 
 
Base 63 Training Regiment 
[
63
&ù&/Z¬MÂ%á
]
 
This regiment is responsible for training of Base 63 enlisted personnel",2022-10-24 PLARF Organization.pdf,
,"MUCD
: 96831
 
 
 
 
 
Former MUCD
: 96321
 
Grade: 
Regiment Leader
 
 
 
 
Parent Unit
: Base 63
 
Location
: 
Dongkou County, Shaoyang, Hunan 
[

]
948
 
Geo
: 
Unconfirmed, possibly 27",2022-10-24 PLARF Organization.pdf,
,"033222, 110",2022-10-24 PLARF Organization.pdf,
,"536653
 
 
Leadership
 
Commander
:
 
Liu Hongzhang 
[

]
 
(1/18)
949
 
 
PC
: 
Han Kai 
[
fè î
]
 
(3/18)
950
 
Dep Commanders
:
 
Unknown
 
 
 
Dep PC
:
 
Yang Ping 
[
6g-r
]
 
(1/18)
951
 
Chief of 
Staff
:
 
Unkown
 
 
 
 
PWDD
: 
Li Youquan 
[
6M""Ê6B
]
 
(4/18)
952
 
Support Div Director
: 
Unknown
 
Other Senior Leadership:
 
Xu Hanpei 
[",2022-10-24 PLARF Organization.pdf,
,"‘*ÑWó
]
, Pol Work Div Dep Director (3/18)
953
 
Former Leadership: 
Zhang Ruijiang 
[",2022-10-24 PLARF Organization.pdf,
,"˜C];^
]
, Commander (2016)
954
; Wan Chongwei 
[

˚˚
]
, PC (2015)
955",2022-10-24 PLARF Organization.pdf,
,"Chinese Aerospace Studies Institute
 
 
 
113
 
Composition
 

 
Unknown number of subordinate training battalions
 
 
Base 63 Communications Regiment 
[
63
&ù&/_ˇ˚à%á
]
 
This regiment is responsible for base
-
level communications",2022-10-24 PLARF Organization.pdf,
,"MUCD
: 96832
 
 
 
 
 
Former MUCD
: 96325
 
Grade: 
Regiment Leader
 
 
 
 
Parent Unit
: Base 63
 
Location
: 
Hecheng District, Huaihua, Hunan 418008 
[

]
956
 
957
 
(possibly 
co
-
located with base HQ)
 
Geo
: 
Unconfirmed, possibly 27",2022-10-24 PLARF Organization.pdf,
,"574100, 110",2022-10-24 PLARF Organization.pdf,
,"022901
 
 
Leadership
 
Commander
: 
L
ü
 
Haiming 
[

]
 
(6/17)
958
 
PC
: 
Li Zhongui 
[
6M˛,^‹
]
 
(11/16)
959
 
Dep Commanders
:
 
Unknown
 
 
 
Dep PC
:
 
Zhang Xiaobo 
[

]
 
(9/17)
960
 
Chief of Staff
:
 
Unknown
 
 
 
 
PWDD
: 
Unknown
 
Support Div Director
: 
Unknown
 
 
Composition (presumed)
 

 
1
st
 
Communications Battalion 
[
_ˇ˚à˝ÿS$
]
 

 
2
nd
 
Communications Battalion 
[
_ˇ˚à˛‰S$
]
 

 
3
rd
 
Communications Battalion 
[

]
 
o
 
Established in 2005
961
 

 
Communications Network Technical Management Center 
[

]
956
 
 
Base 63 Operations Support Regiment 
[
63

]
 
The Base 63 Operations Support Regiment 
is responsible for 
survey and mapping,
962
 
meteorology,
963
 
security, 
NBC
 
defense,
964
 
and engineering",2022-10-24 PLARF Organization.pdf,
,"965
 
The unit also has a precision 
guidance support team 
[
K½*û˚Üełe˚
]",2022-10-24 PLARF Organization.pdf,
,"966
 
MUCD
: 96833
 
 
 
 
 
Former MUCD
: 96326",2022-10-24 PLARF Organization.pdf,
,"Chinese Aerospace Studies Institute
 
 
 
114
 
Grade: 
Regiment Leader
 
 
 
 
Parent Unit
: Base 63
 
Location
: 
786 Yingfen
g
 
East Rd",2022-10-24 PLARF Organization.pdf,
,", Hecheng District, Huaihua, Hunan 418099 
[

&Í""9^Í˛/˛˙\î
786
""ö
]
967
 
968
 
(co
-
located with Base HQ)
 
Geo
: 
27",2022-10-24 PLARF Organization.pdf,
,"577500, 110",2022-10-24 PLARF Organization.pdf,
,"023033
969
 
 
Leadership
 
Commander
: 
Shen Qiguo
li
 
[
;⁄(F%ü
]
 
(5/20)
970
 
PC
: 
Jiang Cuizheng 
[
(ÛNß:b
]
 
(1/20)
971
 
Dep Commanders
:
 
Chen Jianqiang 
[
eG-ù",2022-10-24 PLARF Organization.pdf,
